Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date
QA-Cooler1-5April,Dev Site,Double,0,21.8,573,4/27/2019 22:53
QA-Cooler2-5April,Dev Site,Double,7,6.08,0008-0486,4/27/2019 22:52
QA-Cooler3-5April,Dev Site,Double,0,22.16,80152,4/27/2019 22:28
QA-Cooler1-5April,Dev Site,Double,0,21.99,0008-0549,4/27/2019 22:26
QA-Cooler2-5April,Dev Site,Double,6,7.04,0008-0509,4/27/2019 22:25
QA-Cooler1-5April,Dev Site,Double,0,21.75,573,4/27/2019 22:23
QA-Cooler2-5April,Dev Site,Double,7,5.82,0008-0486,4/27/2019 22:22
QA-Cooler3-5April,Dev Site,Double,0,22.01,80152,4/27/2019 21:58
QA-Cooler1-5April,Dev Site,Double,0,21.88,0008-0549,4/27/2019 21:56
QA-Cooler2-5April,Dev Site,Double,6,6.81,0008-0509,4/27/2019 21:55
QA-Cooler1-5April,Dev Site,Double,0,21.7,573,4/27/2019 21:53
QA-Cooler2-5April,Dev Site,Double,8,5.63,0008-0486,4/27/2019 21:52
QA-Cooler3-5April,Dev Site,Double,0,21.91,80152,4/27/2019 21:28
QA-Cooler1-5April,Dev Site,Double,0,21.88,0008-0549,4/27/2019 21:26
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,4/27/2019 21:25
QA-Cooler1-5April,Dev Site,Double,0,21.74,573,4/27/2019 21:23
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/27/2019 21:22
QA-Cooler3-5April,Dev Site,Double,0,21.86,80152,4/27/2019 20:58
QA-Cooler1-5April,Dev Site,Double,0,21.87,0008-0549,4/27/2019 20:56
QA-Cooler2-5April,Dev Site,Double,6,6.43,0008-0509,4/27/2019 20:55
QA-Cooler1-5April,Dev Site,Double,0,21.78,573,4/27/2019 20:53
QA-Cooler2-5April,Dev Site,Double,7,5.7,0008-0486,4/27/2019 20:52
QA-Cooler3-5April,Dev Site,Double,0,21.94,80152,4/27/2019 20:28
QA-Cooler1-5April,Dev Site,Double,0,21.91,0008-0549,4/27/2019 20:26
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/27/2019 20:25
QA-Cooler1-5April,Dev Site,Double,0,21.72,573,4/27/2019 20:23
QA-Cooler2-5April,Dev Site,Double,7,6.07,0008-0486,4/27/2019 20:22
QA-Cooler3-5April,Dev Site,Double,0,21.94,80152,4/27/2019 19:58
QA-Cooler1-5April,Dev Site,Double,0,21.86,0008-0549,4/27/2019 19:56
QA-Cooler2-5April,Dev Site,Double,6,6.65,0008-0509,4/27/2019 19:55
QA-Cooler1-5April,Dev Site,Double,0,21.57,573,4/27/2019 19:53
QA-Cooler2-5April,Dev Site,Double,7,6.22,0008-0486,4/27/2019 19:52
QA-Cooler3-5April,Dev Site,Double,0,21.97,80152,4/27/2019 19:28
QA-Cooler1-5April,Dev Site,Double,0,21.82,0008-0549,4/27/2019 19:26
QA-Cooler2-5April,Dev Site,Double,6,6.92,0008-0509,4/27/2019 19:25
QA-Cooler1-5April,Dev Site,Double,0,21.55,573,4/27/2019 19:23
QA-Cooler2-5April,Dev Site,Double,7,6.22,0008-0486,4/27/2019 19:22
QA-Cooler3-5April,Dev Site,Double,0,21.86,80152,4/27/2019 18:58
QA-Cooler1-5April,Dev Site,Double,0,21.69,0008-0549,4/27/2019 18:56
QA-Cooler2-5April,Dev Site,Double,6,7.02,0008-0509,4/27/2019 18:55
QA-Cooler1-5April,Dev Site,Double,0,21.41,573,4/27/2019 18:53
QA-Cooler2-5April,Dev Site,Double,7,5.96,0008-0486,4/27/2019 18:52
QA-Cooler3-5April,Dev Site,Double,0,21.72,80152,4/27/2019 18:28
QA-Cooler1-5April,Dev Site,Double,0,21.61,0008-0549,4/27/2019 18:26
QA-Cooler2-5April,Dev Site,Double,6,6.77,0008-0509,4/27/2019 18:25
QA-Cooler1-5April,Dev Site,Double,0,21.45,573,4/27/2019 18:23
QA-Cooler2-5April,Dev Site,Double,7,5.63,0008-0486,4/27/2019 18:22
QA-Cooler3-5April,Dev Site,Double,0,21.61,80152,4/27/2019 17:58
QA-Cooler1-5April,Dev Site,Double,0,21.53,0008-0549,4/27/2019 17:56
QA-Cooler2-5April,Dev Site,Double,6,6.47,0008-0509,4/27/2019 17:55
QA-Cooler1-5April,Dev Site,Double,0,21.33,573,4/27/2019 17:53
QA-Cooler2-5April,Dev Site,Double,7,5.48,0008-0486,4/27/2019 17:52
QA-Cooler3-5April,Dev Site,Double,0,21.46,80152,4/27/2019 17:28
QA-Cooler1-5April,Dev Site,Double,0,21.46,0008-0549,4/27/2019 17:26
QA-Cooler2-5April,Dev Site,Double,6,6.32,0008-0509,4/27/2019 17:25
QA-Cooler1-5April,Dev Site,Double,0,21.28,573,4/27/2019 17:23
QA-Cooler2-5April,Dev Site,Double,8,5.56,0008-0486,4/27/2019 17:22
QA-Cooler3-5April,Dev Site,Double,0,21.71,80152,4/27/2019 16:58
QA-Cooler1-5April,Dev Site,Double,0,21.59,0008-0549,4/27/2019 16:56
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/27/2019 16:55
QA-Cooler1-5April,Dev Site,Double,0,21.35,573,4/27/2019 16:53
QA-Cooler2-5April,Dev Site,Double,7,5.96,0008-0486,4/27/2019 16:52
QA-Cooler3-5April,Dev Site,Double,1,21.53,80152,4/27/2019 16:28
QA-Cooler1-5April,Dev Site,Double,0,21.41,0008-0549,4/27/2019 16:26
QA-Cooler2-5April,Dev Site,Double,6,6.74,0008-0509,4/27/2019 16:25
QA-Cooler1-5April,Dev Site,Double,0,20.98,573,4/27/2019 16:23
QA-Cooler2-5April,Dev Site,Double,7,6.12,0008-0486,4/27/2019 16:22
QA-Cooler3-5April,Dev Site,Double,1,21.66,80152,4/27/2019 15:58
QA-Cooler1-5April,Dev Site,Double,0,21.48,0008-0549,4/27/2019 15:56
QA-Cooler2-5April,Dev Site,Double,6,6.89,0008-0509,4/27/2019 15:55
QA-Cooler1-5April,Dev Site,Double,0,21.13,573,4/27/2019 15:53
QA-Cooler2-5April,Dev Site,Double,7,5.9,0008-0486,4/27/2019 15:52
QA-Cooler1-5April,Dev Site,Double,0,21.33,0008-0549,4/27/2019 15:26
QA-Cooler2-5April,Dev Site,Double,6,6.88,0008-0509,4/27/2019 15:25
QA-Cooler1-5April,Dev Site,Double,0,20.89,573,4/27/2019 15:23
QA-Cooler2-5April,Dev Site,Double,7,5.67,0008-0486,4/27/2019 15:22
QA-Cooler3-5April,Dev Site,Double,5,21.54,80152,4/27/2019 14:58
QA-Cooler1-5April,Dev Site,Double,0,21.44,0008-0549,4/27/2019 14:56
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,4/27/2019 14:55
QA-Cooler1-5April,Dev Site,Double,0,21.15,573,4/27/2019 14:53
QA-Cooler2-5April,Dev Site,Double,7,5.53,0008-0486,4/27/2019 14:52
QA-Cooler3-5April,Dev Site,Double,6,21.61,80152,4/27/2019 14:28
QA-Cooler1-5April,Dev Site,Double,0,21.49,0008-0549,4/27/2019 14:26
QA-Cooler2-5April,Dev Site,Double,6,6.4,0008-0509,4/27/2019 14:25
QA-Cooler1-5April,Dev Site,Double,0,21.26,573,4/27/2019 14:23
QA-Cooler2-5April,Dev Site,Double,8,5.42,0008-0486,4/27/2019 14:22
QA-Cooler3-5April,Dev Site,Double,7,21.39,80152,4/27/2019 13:59
QA-Cooler1-5April,Dev Site,Double,0,21.38,0008-0549,4/27/2019 13:56
QA-Cooler2-5April,Dev Site,Double,6,6.33,0008-0509,4/27/2019 13:55
QA-Cooler1-5April,Dev Site,Double,0,21.08,573,4/27/2019 13:53
QA-Cooler2-5April,Dev Site,Double,7,5.85,0008-0486,4/27/2019 13:52
QA-Cooler3-5April,Dev Site,Double,8,21.56,80152,4/27/2019 13:29
QA-Cooler1-5April,Dev Site,Double,0,21.51,0008-0549,4/27/2019 13:26
QA-Cooler2-5April,Dev Site,Double,6,6.54,0008-0509,4/27/2019 13:25
QA-Cooler1-5April,Dev Site,Double,0,21.2,573,4/27/2019 13:23
QA-Cooler2-5April,Dev Site,Double,8,6.17,0008-0486,4/27/2019 13:22
QA-Cooler3-5April,Dev Site,Double,4,21.66,80152,4/27/2019 12:58
QA-Cooler1-5April,Dev Site,Double,0,21.49,0008-0549,4/27/2019 12:56
QA-Cooler2-5April,Dev Site,Double,6,6.88,0008-0509,4/27/2019 12:55
QA-Cooler1-5April,Dev Site,Double,0,20.89,573,4/27/2019 12:53
QA-Cooler2-5April,Dev Site,Double,7,6.07,0008-0486,4/27/2019 12:52
QA-Cooler3-5April,Dev Site,Double,11,21.57,80152,4/27/2019 12:29
QA-Cooler1-5April,Dev Site,Double,2,21.45,0008-0549,4/27/2019 12:26
QA-Cooler2-5April,Dev Site,Double,6,6.85,0008-0509,4/27/2019 12:25
QA-Cooler1-5April,Dev Site,Double,0,20.95,573,4/27/2019 12:23
QA-Cooler2-5April,Dev Site,Double,8,5.68,0008-0486,4/27/2019 12:22
QA-Cooler3-5April,Dev Site,Double,12,21.57,80152,4/27/2019 11:59
QA-Cooler1-5April,Dev Site,Double,2,21.48,0008-0549,4/27/2019 11:56
QA-Cooler2-5April,Dev Site,Double,6,6.55,0008-0509,4/27/2019 11:55
QA-Cooler1-5April,Dev Site,Double,0,21.17,573,4/27/2019 11:53
QA-Cooler2-5April,Dev Site,Double,7,5.48,0008-0486,4/27/2019 11:52
QA-Cooler3-5April,Dev Site,Double,12,21.49,80152,4/27/2019 11:29
QA-Cooler1-5April,Dev Site,Double,2,21.41,0008-0549,4/27/2019 11:26
QA-Cooler2-5April,Dev Site,Double,6,6.37,0008-0509,4/27/2019 11:25
QA-Cooler1-5April,Dev Site,Double,0,21.1,573,4/27/2019 11:23
QA-Cooler2-5April,Dev Site,Double,8,5.53,0008-0486,4/27/2019 11:22
QA-Cooler3-5April,Dev Site,Double,10,21.44,80152,4/27/2019 10:59
QA-Cooler1-5April,Dev Site,Double,1,21.42,0008-0549,4/27/2019 10:56
QA-Cooler2-5April,Dev Site,Double,6,6.39,0008-0509,4/27/2019 10:55
QA-Cooler1-5April,Dev Site,Double,0,21.18,573,4/27/2019 10:53
QA-Cooler2-5April,Dev Site,Double,7,5.93,0008-0486,4/27/2019 10:52
QA-Cooler3-5April,Dev Site,Double,9,21.54,80152,4/27/2019 10:29
QA-Cooler1-5April,Dev Site,Double,0,21.56,0008-0549,4/27/2019 10:26
QA-Cooler2-5April,Dev Site,Double,6,6.54,0008-0509,4/27/2019 10:25
QA-Cooler1-5April,Dev Site,Double,0,21.2,573,4/27/2019 10:23
QA-Cooler2-5April,Dev Site,Double,7,6.15,0008-0486,4/27/2019 10:22
QA-Cooler3-5April,Dev Site,Double,7,21.64,80152,4/27/2019 9:59
QA-Cooler1-5April,Dev Site,Double,0,21.63,0008-0549,4/27/2019 9:56
QA-Cooler2-5April,Dev Site,Double,6,6.88,0008-0509,4/27/2019 9:55
QA-Cooler1-5April,Dev Site,Double,0,21.25,573,4/27/2019 9:53
QA-Cooler2-5April,Dev Site,Double,7,6.17,0008-0486,4/27/2019 9:52
QA-Cooler3-5April,Dev Site,Double,6,21.73,80152,4/27/2019 9:29
QA-Cooler1-5April,Dev Site,Double,0,21.69,0008-0549,4/27/2019 9:26
QA-Cooler2-5April,Dev Site,Double,6,7.04,0008-0509,4/27/2019 9:25
QA-Cooler1-5April,Dev Site,Double,0,21.47,573,4/27/2019 9:23
QA-Cooler2-5April,Dev Site,Double,7,5.87,0008-0486,4/27/2019 9:22
QA-Cooler3-5April,Dev Site,Double,5,22.06,80152,4/27/2019 8:59
QA-Cooler1-5April,Dev Site,Double,0,22.01,0008-0549,4/27/2019 8:56
QA-Cooler2-5April,Dev Site,Double,6,6.82,0008-0509,4/27/2019 8:55
QA-Cooler1-5April,Dev Site,Double,0,21.81,573,4/27/2019 8:53
QA-Cooler2-5April,Dev Site,Double,8,5.67,0008-0486,4/27/2019 8:52
QA-Cooler3-5April,Dev Site,Double,4,22.12,80152,4/27/2019 8:29
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,4/27/2019 8:26
QA-Cooler2-5April,Dev Site,Double,7,6.6,0008-0509,4/27/2019 8:25
QA-Cooler1-5April,Dev Site,Double,0,21.83,573,4/27/2019 8:23
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/27/2019 8:22
QA-Cooler3-5April,Dev Site,Double,0,22.12,80152,4/27/2019 7:59
QA-Cooler1-5April,Dev Site,Double,0,22.02,0008-0549,4/27/2019 7:56
QA-Cooler2-5April,Dev Site,Double,6,6.5,0008-0509,4/27/2019 7:55
QA-Cooler1-5April,Dev Site,Double,0,21.8,573,4/27/2019 7:53
QA-Cooler2-5April,Dev Site,Double,8,5.87,0008-0486,4/27/2019 7:52
QA-Cooler3-5April,Dev Site,Double,0,22.13,80152,4/27/2019 7:29
QA-Cooler1-5April,Dev Site,Double,0,22.03,0008-0549,4/27/2019 7:26
QA-Cooler2-5April,Dev Site,Double,6,6.59,0008-0509,4/27/2019 7:25
QA-Cooler1-5April,Dev Site,Double,0,21.77,573,4/27/2019 7:23
QA-Cooler2-5April,Dev Site,Double,7,6.19,0008-0486,4/27/2019 7:22
QA-Cooler3-5April,Dev Site,Double,0,22.24,80152,4/27/2019 6:59
QA-Cooler1-5April,Dev Site,Double,0,22.11,0008-0549,4/27/2019 6:56
QA-Cooler2-5April,Dev Site,Double,6,6.86,0008-0509,4/27/2019 6:55
QA-Cooler1-5April,Dev Site,Double,0,21.83,573,4/27/2019 6:53
QA-Cooler2-5April,Dev Site,Double,7,6.38,0008-0486,4/27/2019 6:52
QA-Cooler3-5April,Dev Site,Double,0,22.21,80152,4/27/2019 6:29
QA-Cooler1-5April,Dev Site,Double,0,22.08,0008-0549,4/27/2019 6:26
QA-Cooler2-5April,Dev Site,Double,6,7.08,0008-0509,4/27/2019 6:25
QA-Cooler1-5April,Dev Site,Double,0,21.8,573,4/27/2019 6:23
QA-Cooler2-5April,Dev Site,Double,8,6.22,0008-0486,4/27/2019 6:22
QA-Cooler3-5April,Dev Site,Double,0,22.17,80152,4/27/2019 5:59
QA-Cooler1-5April,Dev Site,Double,0,22.01,0008-0549,4/27/2019 5:56
QA-Cooler2-5April,Dev Site,Double,6,7.07,0008-0509,4/27/2019 5:55
QA-Cooler1-5April,Dev Site,Double,0,21.8,573,4/27/2019 5:53
QA-Cooler2-5April,Dev Site,Double,7,5.9,0008-0486,4/27/2019 5:52
QA-Cooler3-5April,Dev Site,Double,0,22.08,80152,4/27/2019 5:29
QA-Cooler1-5April,Dev Site,Double,0,21.93,0008-0549,4/27/2019 5:26
QA-Cooler2-5April,Dev Site,Double,6,6.93,0008-0509,4/27/2019 5:25
QA-Cooler1-5April,Dev Site,Double,0,21.72,573,4/27/2019 5:23
QA-Cooler2-5April,Dev Site,Double,7,5.63,0008-0486,4/27/2019 5:22
QA-Cooler3-5April,Dev Site,Double,0,22.01,80152,4/27/2019 4:59
QA-Cooler1-5April,Dev Site,Double,0,21.93,0008-0549,4/27/2019 4:56
QA-Cooler2-5April,Dev Site,Double,6,6.69,0008-0509,4/27/2019 4:55
QA-Cooler1-5April,Dev Site,Double,0,21.77,573,4/27/2019 4:53
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/27/2019 4:52
QA-Cooler3-5April,Dev Site,Double,0,22.02,80152,4/27/2019 4:29
QA-Cooler1-5April,Dev Site,Double,0,21.93,0008-0549,4/27/2019 4:26
QA-Cooler2-5April,Dev Site,Double,6,6.54,0008-0509,4/27/2019 4:25
QA-Cooler1-5April,Dev Site,Double,0,21.81,573,4/27/2019 4:23
QA-Cooler2-5April,Dev Site,Double,7,5.53,0008-0486,4/27/2019 4:22
QA-Cooler3-5April,Dev Site,Double,0,22.01,80152,4/27/2019 3:59
QA-Cooler1-5April,Dev Site,Double,0,21.94,0008-0549,4/27/2019 3:56
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/27/2019 3:55
QA-Cooler1-5April,Dev Site,Double,0,21.78,573,4/27/2019 3:53
QA-Cooler2-5April,Dev Site,Double,8,5.7,0008-0486,4/27/2019 3:52
QA-Cooler3-5April,Dev Site,Double,0,21.97,80152,4/27/2019 3:29
QA-Cooler1-5April,Dev Site,Double,0,21.9,0008-0549,4/27/2019 3:26
QA-Cooler2-5April,Dev Site,Double,6,6.45,0008-0509,4/27/2019 3:25
QA-Cooler1-5April,Dev Site,Double,0,21.72,573,4/27/2019 3:23
QA-Cooler2-5April,Dev Site,Double,8,6.01,0008-0486,4/27/2019 3:22
QA-Cooler3-5April,Dev Site,Double,0,21.96,80152,4/27/2019 2:59
QA-Cooler1-5April,Dev Site,Double,0,21.87,0008-0549,4/27/2019 2:56
QA-Cooler2-5April,Dev Site,Double,6,6.66,0008-0509,4/27/2019 2:55
QA-Cooler1-5April,Dev Site,Double,0,21.59,573,4/27/2019 2:53
QA-Cooler2-5April,Dev Site,Double,7,6.29,0008-0486,4/27/2019 2:52
QA-Cooler3-5April,Dev Site,Double,0,22.01,80152,4/27/2019 2:29
QA-Cooler1-5April,Dev Site,Double,0,21.87,0008-0549,4/27/2019 2:26
QA-Cooler2-5April,Dev Site,Double,6,6.85,0008-0509,4/27/2019 2:25
QA-Cooler1-5April,Dev Site,Double,0,21.56,573,4/27/2019 2:23
QA-Cooler2-5April,Dev Site,Double,8,6.23,0008-0486,4/27/2019 2:22
QA-Cooler3-5April,Dev Site,Double,0,21.88,80152,4/27/2019 1:59
QA-Cooler1-5April,Dev Site,Double,0,21.82,0008-0549,4/27/2019 1:56
QA-Cooler2-5April,Dev Site,Double,6,6.97,0008-0509,4/27/2019 1:55
QA-Cooler1-5April,Dev Site,Double,0,21.59,573,4/27/2019 1:53
QA-Cooler2-5April,Dev Site,Double,7,5.96,0008-0486,4/27/2019 1:52
QA-Cooler3-5April,Dev Site,Double,0,21.96,80152,4/27/2019 1:29
QA-Cooler1-5April,Dev Site,Double,0,21.79,0008-0549,4/27/2019 1:26
QA-Cooler2-5April,Dev Site,Double,6,6.89,0008-0509,4/27/2019 1:25
QA-Cooler1-5April,Dev Site,Double,0,21.57,573,4/27/2019 1:23
QA-Cooler2-5April,Dev Site,Double,7,5.68,0008-0486,4/27/2019 1:22
QA-Cooler3-5April,Dev Site,Double,0,21.84,80152,4/27/2019 0:59
QA-Cooler1-5April,Dev Site,Double,0,21.75,0008-0549,4/27/2019 0:56
QA-Cooler2-5April,Dev Site,Double,6,6.65,0008-0509,4/27/2019 0:55
QA-Cooler1-5April,Dev Site,Double,0,21.55,573,4/27/2019 0:53
QA-Cooler2-5April,Dev Site,Double,7,5.5,0008-0486,4/27/2019 0:52
QA-Cooler3-5April,Dev Site,Double,0,21.86,80152,4/27/2019 0:29
QA-Cooler1-5April,Dev Site,Double,0,21.78,0008-0549,4/27/2019 0:26
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/27/2019 0:25
QA-Cooler1-5April,Dev Site,Double,0,21.62,573,4/27/2019 0:23
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/27/2019 0:22
QA-Cooler2-5April,Dev Site,Double,7,5.84,0008-0486,4/26/2019 23:52
QA-Cooler3-5April,Dev Site,Double,0,21.81,80152,4/26/2019 23:29
QA-Cooler1-5April,Dev Site,Double,0,21.79,0008-0549,4/26/2019 23:26
QA-Cooler2-5April,Dev Site,Double,6,6.63,0008-0509,4/26/2019 23:25
QA-Cooler1-5April,Dev Site,Double,0,21.53,573,4/26/2019 23:23
QA-Cooler2-5April,Dev Site,Double,7,6.25,0008-0486,4/26/2019 23:22
QA-Cooler3-5April,Dev Site,Double,0,21.94,80152,4/26/2019 22:59
QA-Cooler1-5April,Dev Site,Double,0,21.78,0008-0549,4/26/2019 22:56
QA-Cooler2-5April,Dev Site,Double,6,6.94,0008-0509,4/26/2019 22:55
QA-Cooler1-5April,Dev Site,Double,0,21.5,573,4/26/2019 22:53
QA-Cooler2-5April,Dev Site,Double,7,6.22,0008-0486,4/26/2019 22:52
QA-Cooler3-5April,Dev Site,Double,0,21.84,80152,4/26/2019 22:29
QA-Cooler1-5April,Dev Site,Double,0,21.66,0008-0549,4/26/2019 22:26
QA-Cooler2-5April,Dev Site,Double,6,6.99,0008-0509,4/26/2019 22:25
QA-Cooler1-5April,Dev Site,Double,0,21.35,573,4/26/2019 22:23
QA-Cooler2-5April,Dev Site,Double,8,5.92,0008-0486,4/26/2019 22:22
QA-Cooler3-5April,Dev Site,Double,0,21.73,80152,4/26/2019 21:59
QA-Cooler1-5April,Dev Site,Double,0,21.57,0008-0549,4/26/2019 21:56
QA-Cooler2-5April,Dev Site,Double,6,6.86,0008-0509,4/26/2019 21:55
QA-Cooler1-5April,Dev Site,Double,0,21.32,573,4/26/2019 21:53
QA-Cooler2-5April,Dev Site,Double,7,5.72,0008-0486,4/26/2019 21:52
QA-Cooler3-5April,Dev Site,Double,0,21.66,80152,4/26/2019 21:29
QA-Cooler1-5April,Dev Site,Double,0,21.6,0008-0549,4/26/2019 21:26
QA-Cooler2-5April,Dev Site,Double,6,6.65,0008-0509,4/26/2019 21:25
QA-Cooler1-5April,Dev Site,Double,0,21.45,573,4/26/2019 21:23
QA-Cooler2-5April,Dev Site,Double,7,5.52,0008-0486,4/26/2019 21:22
QA-Cooler3-5April,Dev Site,Double,0,21.68,80152,4/26/2019 20:59
QA-Cooler1-5April,Dev Site,Double,0,21.6,0008-0549,4/26/2019 20:56
QA-Cooler2-5April,Dev Site,Double,6,6.44,0008-0509,4/26/2019 20:55
QA-Cooler1-5April,Dev Site,Double,0,21.38,573,4/26/2019 20:53
QA-Cooler2-5April,Dev Site,Double,7,5.56,0008-0486,4/26/2019 20:52
QA-Cooler3-5April,Dev Site,Double,0,21.57,80152,4/26/2019 20:29
QA-Cooler1-5April,Dev Site,Double,0,21.66,0008-0549,4/26/2019 20:26
QA-Cooler2-5April,Dev Site,Double,6,6.4,0008-0509,4/26/2019 20:25
QA-Cooler1-5April,Dev Site,Double,0,21.6,573,4/26/2019 20:23
QA-Cooler2-5April,Dev Site,Double,7,5.93,0008-0486,4/26/2019 20:22
QA-Cooler3-5April,Dev Site,Double,0,21.69,80152,4/26/2019 19:59
QA-Cooler1-5April,Dev Site,Double,0,21.6,0008-0549,4/26/2019 19:56
QA-Cooler2-5April,Dev Site,Double,6,6.51,0008-0509,4/26/2019 19:55
QA-Cooler1-5April,Dev Site,Double,0,21.28,573,4/26/2019 19:53
QA-Cooler2-5April,Dev Site,Double,8,6.12,0008-0486,4/26/2019 19:52
QA-Cooler3-5April,Dev Site,Double,0,21.69,80152,4/26/2019 19:29
QA-Cooler1-5April,Dev Site,Double,0,21.57,0008-0549,4/26/2019 19:26
QA-Cooler2-5April,Dev Site,Double,6,6.72,0008-0509,4/26/2019 19:25
QA-Cooler1-5April,Dev Site,Double,0,21.17,573,4/26/2019 19:23
QA-Cooler2-5April,Dev Site,Double,7,6.26,0008-0486,4/26/2019 19:22
QA-Cooler3-5April,Dev Site,Double,0,21.9,80152,4/26/2019 18:59
QA-Cooler1-5April,Dev Site,Double,0,21.76,0008-0549,4/26/2019 18:56
QA-Cooler2-5April,Dev Site,Double,6,6.99,0008-0509,4/26/2019 18:55
QA-Cooler1-5April,Dev Site,Double,0,21.48,573,4/26/2019 18:53
QA-Cooler2-5April,Dev Site,Double,7,6.19,0008-0486,4/26/2019 18:52
QA-Cooler3-5April,Dev Site,Double,0,21.94,80152,4/26/2019 18:29
QA-Cooler1-5April,Dev Site,Double,0,21.79,0008-0549,4/26/2019 18:26
QA-Cooler2-5April,Dev Site,Double,6,7.02,0008-0509,4/26/2019 18:25
QA-Cooler1-5April,Dev Site,Double,0,21.52,573,4/26/2019 18:23
QA-Cooler2-5April,Dev Site,Double,7,5.99,0008-0486,4/26/2019 18:22
QA-Cooler3-5April,Dev Site,Double,0,21.97,80152,4/26/2019 17:59
QA-Cooler1-5April,Dev Site,Double,0,21.86,0008-0549,4/26/2019 17:56
QA-Cooler2-5April,Dev Site,Double,6,6.96,0008-0509,4/26/2019 17:55
QA-Cooler1-5April,Dev Site,Double,0,21.57,573,4/26/2019 17:53
QA-Cooler2-5April,Dev Site,Double,7,5.81,0008-0486,4/26/2019 17:52
QA-Cooler3-5April,Dev Site,Double,0,21.99,80152,4/26/2019 17:29
QA-Cooler1-5April,Dev Site,Double,0,21.9,0008-0549,4/26/2019 17:26
QA-Cooler2-5April,Dev Site,Double,6,6.76,0008-0509,4/26/2019 17:25
QA-Cooler1-5April,Dev Site,Double,0,21.6,573,4/26/2019 17:23
QA-Cooler2-5April,Dev Site,Double,7,5.63,0008-0486,4/26/2019 17:22
QA-Cooler3-5April,Dev Site,Double,0,22.09,80152,4/26/2019 16:59
QA-Cooler1-5April,Dev Site,Double,0,22.06,0008-0549,4/26/2019 16:56
QA-Cooler2-5April,Dev Site,Double,6,6.6,0008-0509,4/26/2019 16:55
QA-Cooler1-5April,Dev Site,Double,0,21.81,573,4/26/2019 16:53
QA-Cooler2-5April,Dev Site,Double,7,5.64,0008-0486,4/26/2019 16:52
QA-Cooler3-5April,Dev Site,Double,0,22.2,80152,4/26/2019 16:29
QA-Cooler1-5April,Dev Site,Double,0,22.17,0008-0549,4/26/2019 16:27
QA-Cooler2-5April,Dev Site,Double,6,6.52,0008-0509,4/26/2019 16:25
QA-Cooler1-5April,Dev Site,Double,0,22.02,573,4/26/2019 16:23
QA-Cooler2-5April,Dev Site,Double,7,5.72,0008-0486,4/26/2019 16:22
QA-Cooler3-5April,Dev Site,Double,1,22.39,80152,4/26/2019 15:59
QA-Cooler1-5April,Dev Site,Double,0,22.28,0008-0549,4/26/2019 15:56
QA-Cooler2-5April,Dev Site,Double,6,6.59,0008-0509,4/26/2019 15:55
QA-Cooler1-5April,Dev Site,Double,0,22.01,573,4/26/2019 15:53
QA-Cooler2-5April,Dev Site,Double,8,6.04,0008-0486,4/26/2019 15:52
QA-Cooler3-5April,Dev Site,Double,2,22.32,80152,4/26/2019 15:29
QA-Cooler1-5April,Dev Site,Double,0,22.24,0008-0549,4/26/2019 15:27
QA-Cooler2-5April,Dev Site,Double,6,6.85,0008-0509,4/26/2019 15:25
QA-Cooler1-5April,Dev Site,Double,0,21.96,573,4/26/2019 15:23
QA-Cooler2-5April,Dev Site,Double,7,6.3,0008-0486,4/26/2019 15:22
QA-Cooler3-5April,Dev Site,Double,5,22.32,80152,4/26/2019 14:59
QA-Cooler1-5April,Dev Site,Double,0,22.21,0008-0549,4/26/2019 14:57
QA-Cooler2-5April,Dev Site,Double,6,7.28,0008-0509,4/26/2019 14:55
QA-Cooler1-5April,Dev Site,Double,0,21.9,573,4/26/2019 14:53
QA-Cooler2-5April,Dev Site,Double,7,6.52,0008-0486,4/26/2019 14:52
QA-Cooler2-5April,Dev Site,Double,8,6.27,0008-0486,4/26/2019 14:22
QA-Cooler2-5April,Dev Site,Double,8,6.14,0008-0486,4/26/2019 13:52
QA-Cooler3-5April,Dev Site,Double,24,22.39,80152,4/26/2019 13:29
QA-Cooler1-5April,Dev Site,Double,11,22.28,0008-0549,4/26/2019 13:27
QA-Cooler2-5April,Dev Site,Double,7,7.14,0008-0509,4/26/2019 13:25
QA-Cooler1-5April,Dev Site,Double,0,21.93,573,4/26/2019 13:23
QA-Cooler2-5April,Dev Site,Double,8,5.89,0008-0486,4/26/2019 13:22
QA-Cooler3-5April,Dev Site,Double,25,22.3,80152,4/26/2019 12:59
QA-Cooler1-5April,Dev Site,Double,11,22.23,0008-0549,4/26/2019 12:57
QA-Cooler2-5April,Dev Site,Double,7,7.26,0008-0509,4/26/2019 12:55
