Cooler Name,Site Name,Door,Light Intensity,Temperature (°C),Smart Tag Serial Number,Event Date,
QA-Cooler1-5April,Dev Site,Double,0,23.44,0573,4/24/2019 1:23:32 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.15,0008-0486,4/24/2019 1:22:50 PM,
Test Cooler 3x,Dev Site,Single,0,26.31,0008-0354,4/24/2019 1:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,23,24.06,80152,4/24/2019 12:59:19 PM,
QA-Cooler1-5April,Dev Site,Double,9,23.98,0008-0549,4/24/2019 12:57:12 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.79,0008-0509,4/24/2019 12:55:41 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.64,0573,4/24/2019 12:53:31 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.82,0008-0486,4/24/2019 12:52:50 PM,
Test Cooler 3x,Dev Site,Single,0,26.21,0008-0354,4/24/2019 12:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,24,24.16,80152,4/24/2019 12:29:19 PM,
QA-Cooler1-5April,Dev Site,Double,10,24.06,0008-0549,4/24/2019 12:27:12 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.86,0008-0509,4/24/2019 12:25:41 PM,
QA-Cooler1-5April,Dev Site,Double,0,23.69,0573,4/24/2019 12:23:31 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.43,0008-0486,4/24/2019 12:22:50 PM,
Test Cooler 3x,Dev Site,Single,0,26.12,0008-0354,4/24/2019 12:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,12,24.14,80152,4/24/2019 11:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,2,24.07,0008-0549,4/24/2019 11:57:12 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.2,0008-0509,4/24/2019 11:55:41 AM,
QA-Cooler1-5April,Dev Site,Double,0,23.59,0573,4/24/2019 11:53:32 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.96,0008-0486,4/24/2019 11:52:50 AM,
Test Cooler 3x,Dev Site,Single,0,26.03,0008-0354,4/24/2019 11:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,12,24.26,80152,4/24/2019 11:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,1,24.29,0008-0549,4/24/2019 11:27:12 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.69,0008-0509,4/24/2019 11:25:41 AM,
QA-Cooler1-5April,Dev Site,Double,0,23.97,0573,4/24/2019 11:23:31 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.89,0008-0486,4/24/2019 11:22:50 AM,
Test Cooler 3x,Dev Site,Single,0,25.94,0008-0354,4/24/2019 11:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,12,24.47,80152,4/24/2019 10:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,1,24.48,0008-0549,4/24/2019 10:57:13 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.2,0008-0509,4/24/2019 10:55:41 AM,
QA-Cooler1-5April,Dev Site,Double,0,23.91,0573,4/24/2019 10:53:32 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.45,0008-0486,4/24/2019 10:52:50 AM,
Test Cooler 3x,Dev Site,Single,0,25.9,0008-0354,4/24/2019 10:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,8,24.83,80152,4/24/2019 10:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,25.1,0008-0549,4/24/2019 10:27:13 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.1,0008-0509,4/24/2019 10:25:41 AM,
QA-Cooler1-5April,Dev Site,Double,0,24.81,0573,4/24/2019 10:23:33 AM,
QA-Cooler2-5April,Dev Site,Double,8,6,0008-0486,4/24/2019 10:22:51 AM,
Test Cooler 3x,Dev Site,Single,0,25.85,0008-0354,4/24/2019 10:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,7,26.27,80152,4/24/2019 9:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.33,0008-0549,4/24/2019 9:57:12 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.07,0008-0509,4/24/2019 9:55:42 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.1,0573,4/24/2019 9:53:32 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.56,0008-0486,4/24/2019 9:52:51 AM,
Test Cooler 3x,Dev Site,Single,0,25.81,0008-0354,4/24/2019 9:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,5,26.59,80152,4/24/2019 9:29:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.64,0008-0549,4/24/2019 9:27:13 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.17,0008-0509,4/24/2019 9:25:41 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.48,0573,4/24/2019 9:23:32 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.01,0008-0486,4/24/2019 9:22:51 AM,
Test Cooler 3x,Dev Site,Single,0,25.81,0008-0354,4/24/2019 9:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,4,26.95,80152,4/24/2019 8:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.01,0008-0549,4/24/2019 8:57:13 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.63,0008-0509,4/24/2019 8:55:42 AM,
QA-Cooler1-5April,Dev Site,Double,0,26.85,0573,4/24/2019 8:53:33 AM,
QA-Cooler2-5April,Dev Site,Double,8,6.26,0008-0486,4/24/2019 8:52:51 AM,
Test Cooler 3x,Dev Site,Single,0,25.85,0008-0354,4/24/2019 8:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,4,27.5,80152,4/24/2019 8:29:21 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.47,0008-0549,4/24/2019 8:27:13 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.77,0008-0509,4/24/2019 8:25:42 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.25,0573,4/24/2019 8:23:32 AM,
QA-Cooler2-5April,Dev Site,Double,8,7.19,0008-0486,4/24/2019 8:22:51 AM,
Test Cooler 3x,Dev Site,Single,0,25.88,0008-0354,4/24/2019 8:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,2,27.81,80152,4/24/2019 7:59:20 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.88,0008-0549,4/24/2019 7:57:13 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.32,0008-0509,4/24/2019 7:55:42 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.85,0573,4/24/2019 7:53:32 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.93,0008-0486,4/24/2019 7:52:51 AM,
Test Cooler 3x,Dev Site,Single,0,25.95,0008-0354,4/24/2019 7:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.33,80152,4/24/2019 7:29:21 AM,
QA-Cooler1-5April,Dev Site,Double,0,28.1,0008-0549,4/24/2019 7:27:14 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.59,0008-0509,4/24/2019 7:25:42 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.94,0573,4/24/2019 7:23:33 AM,
QA-Cooler2-5April,Dev Site,Double,7,7.05,0008-0486,4/24/2019 7:22:51 AM,
Test Cooler 3x,Dev Site,Single,0,26,0008-0354,4/24/2019 7:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.13,80152,4/24/2019 6:59:21 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.98,0008-0549,4/24/2019 6:57:13 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.81,0008-0509,4/24/2019 6:55:42 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.92,0573,4/24/2019 6:53:33 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.4,0008-0486,4/24/2019 6:52:51 AM,
Test Cooler 3x,Dev Site,Single,0,26.06,0008-0354,4/24/2019 6:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.2,80152,4/24/2019 6:29:22 AM,
QA-Cooler1-5April,Dev Site,Double,0,28.05,0008-0549,4/24/2019 6:27:14 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.89,0008-0509,4/24/2019 6:25:43 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.98,0573,4/24/2019 6:23:33 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.26,0008-0486,4/24/2019 6:22:52 AM,
Test Cooler 3x,Dev Site,Single,0,26.13,0008-0354,4/24/2019 6:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.19,80152,4/24/2019 5:59:22 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.96,0008-0549,4/24/2019 5:57:14 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.99,0008-0509,4/24/2019 5:55:43 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.82,0573,4/24/2019 5:53:33 AM,
QA-Cooler2-5April,Dev Site,Double,7,7.22,0008-0486,4/24/2019 5:52:52 AM,
Test Cooler 3x,Dev Site,Single,0,26.2,0008-0354,4/24/2019 5:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,27.98,80152,4/24/2019 5:29:21 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.86,0008-0549,4/24/2019 5:27:14 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.4,0008-0509,4/24/2019 5:25:43 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.8,0573,4/24/2019 5:23:33 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.9,0008-0486,4/24/2019 5:22:52 AM,
Test Cooler 3x,Dev Site,Single,0,26.24,0008-0354,4/24/2019 5:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.17,80152,4/24/2019 4:59:22 AM,
QA-Cooler1-5April,Dev Site,Double,0,28,0008-0549,4/24/2019 4:57:14 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.37,0008-0509,4/24/2019 4:55:42 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.92,0573,4/24/2019 4:53:34 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.89,0008-0486,4/24/2019 4:52:52 AM,
Test Cooler 3x,Dev Site,Single,0,26.3,0008-0354,4/24/2019 4:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.04,80152,4/24/2019 4:29:22 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.89,0008-0549,4/24/2019 4:27:14 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.99,0008-0509,4/24/2019 4:25:43 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.82,0573,4/24/2019 4:23:34 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.6,0008-0486,4/24/2019 4:22:52 AM,
Test Cooler 3x,Dev Site,Single,0,26.37,0008-0354,4/24/2019 4:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.15,80152,4/24/2019 3:59:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,28.01,0008-0549,4/24/2019 3:57:15 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.92,0008-0509,4/24/2019 3:55:43 AM,
QA-Cooler1-5April,Dev Site,Double,0,28,0573,4/24/2019 3:53:34 AM,
QA-Cooler2-5April,Dev Site,Double,7,5.82,0008-0486,4/24/2019 3:52:52 AM,
Test Cooler 3x,Dev Site,Single,0,26.45,0008-0354,4/24/2019 3:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.19,80152,4/24/2019 3:29:22 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.92,0008-0549,4/24/2019 3:27:14 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.73,0008-0509,4/24/2019 3:25:43 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.79,0573,4/24/2019 3:23:34 AM,
QA-Cooler2-5April,Dev Site,Double,7,7.18,0008-0486,4/24/2019 3:22:53 AM,
Test Cooler 3x,Dev Site,Single,0,26.51,0008-0354,4/24/2019 3:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,27.93,80152,4/24/2019 2:59:22 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.8,0008-0549,4/24/2019 2:57:14 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.63,0008-0509,4/24/2019 2:55:43 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.72,0573,4/24/2019 2:53:34 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.17,0008-0486,4/24/2019 2:52:53 AM,
Test Cooler 3x,Dev Site,Single,0,26.57,0008-0354,4/24/2019 2:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.07,80152,4/24/2019 2:29:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.93,0008-0549,4/24/2019 2:27:15 AM,
QA-Cooler2-5April,Dev Site,Double,6,6.94,0008-0509,4/24/2019 2:25:44 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.82,0573,4/24/2019 2:23:34 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.41,0008-0486,4/24/2019 2:22:53 AM,
Test Cooler 3x,Dev Site,Single,0,26.65,0008-0354,4/24/2019 2:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.03,80152,4/24/2019 1:59:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.81,0008-0549,4/24/2019 1:57:14 AM,
QA-Cooler2-5April,Dev Site,Double,6,8.1,0008-0509,4/24/2019 1:55:43 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.7,0573,4/24/2019 1:53:35 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.93,0008-0486,4/24/2019 1:52:53 AM,
Test Cooler 3x,Dev Site,Single,0,26.71,0008-0354,4/24/2019 1:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,27.73,80152,4/24/2019 1:29:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.65,0008-0549,4/24/2019 1:27:15 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.12,0008-0509,4/24/2019 1:25:43 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.62,0573,4/24/2019 1:23:34 AM,
QA-Cooler2-5April,Dev Site,Double,8,5.92,0008-0486,4/24/2019 1:22:53 AM,
Test Cooler 3x,Dev Site,Single,0,26.77,0008-0354,4/24/2019 1:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.11,80152,4/24/2019 12:59:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.93,0008-0549,4/24/2019 12:57:15 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.78,0008-0509,4/24/2019 12:55:44 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.77,0573,4/24/2019 12:53:35 AM,
QA-Cooler2-5April,Dev Site,Double,7,7.22,0008-0486,4/24/2019 12:52:54 AM,
Test Cooler 3x,Dev Site,Single,0,26.85,0008-0354,4/24/2019 12:43:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,27.95,80152,4/24/2019 12:29:23 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.88,0008-0549,4/24/2019 12:27:16 AM,
QA-Cooler2-5April,Dev Site,Double,6,7.53,0008-0509,4/24/2019 12:25:44 AM,
QA-Cooler1-5April,Dev Site,Double,0,27.84,0573,4/24/2019 12:23:34 AM,
QA-Cooler2-5April,Dev Site,Double,7,6.05,0008-0486,4/24/2019 12:22:53 AM,
Test Cooler 3x,Dev Site,Single,0,26.89,0008-0354,4/24/2019 12:13:33 AM,
QA-Cooler3-5April,Dev Site,Double,0,28.05,80152,4/23/2019 11:59:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.92,0008-0549,4/23/2019 11:57:16 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.18,0008-0509,4/23/2019 11:55:44 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.82,0573,4/23/2019 11:53:35 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.67,0008-0486,4/23/2019 11:52:53 PM,
Test Cooler 3x,Dev Site,Single,0,26.92,0008-0354,4/23/2019 11:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,27.95,80152,4/23/2019 11:29:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.76,0008-0549,4/23/2019 11:27:15 PM,
QA-Cooler2-5April,Dev Site,Double,6,8.04,0008-0509,4/23/2019 11:25:44 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.69,0573,4/23/2019 11:23:35 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.68,0008-0486,4/23/2019 11:22:54 PM,
Test Cooler 3x,Dev Site,Single,0,26.95,0008-0354,4/23/2019 11:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,28.03,80152,4/23/2019 10:59:24 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.89,0008-0549,4/23/2019 10:57:16 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.92,0008-0509,4/23/2019 10:55:45 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.84,0573,4/23/2019 10:53:35 PM,
QA-Cooler2-5April,Dev Site,Double,7,5.85,0008-0486,4/23/2019 10:52:54 PM,
Test Cooler 3x,Dev Site,Single,0,27,0008-0354,4/23/2019 10:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,28.01,80152,4/23/2019 10:29:24 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.78,0008-0549,4/23/2019 10:27:16 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.88,0008-0509,4/23/2019 10:25:44 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.64,0573,4/23/2019 10:23:35 PM,
QA-Cooler2-5April,Dev Site,Double,7,7.23,0008-0486,4/23/2019 10:22:53 PM,
Test Cooler 3x,Dev Site,Single,0,27.02,0008-0354,4/23/2019 10:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,27.95,80152,4/23/2019 9:59:24 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.85,0008-0549,4/23/2019 9:57:16 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.36,0008-0509,4/23/2019 9:55:45 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.8,0573,4/23/2019 9:53:35 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.92,0008-0486,4/23/2019 9:52:54 PM,
Test Cooler 3x,Dev Site,Single,0,27.04,0008-0354,4/23/2019 9:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,28.07,80152,4/23/2019 9:29:23 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.89,0008-0549,4/23/2019 9:27:16 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.36,0008-0509,4/23/2019 9:25:44 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.74,0573,4/23/2019 9:23:36 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.86,0008-0486,4/23/2019 9:22:54 PM,
Test Cooler 3x,Dev Site,Single,0,27.05,0008-0354,4/23/2019 9:13:33 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.8,0008-0549,4/23/2019 8:57:16 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.88,0008-0509,4/23/2019 8:55:45 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.73,0573,4/23/2019 8:53:36 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.47,0008-0486,4/23/2019 8:52:54 PM,
Test Cooler 3x,Dev Site,Single,0,27.07,0008-0354,4/23/2019 8:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,27.96,80152,4/23/2019 8:29:25 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.85,0008-0549,4/23/2019 8:27:16 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.84,0008-0509,4/23/2019 8:25:45 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.76,0573,4/23/2019 8:23:36 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.05,0008-0486,4/23/2019 8:22:54 PM,
Test Cooler 3x,Dev Site,Single,0,27.02,0008-0354,4/23/2019 8:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,27.93,80152,4/23/2019 7:59:24 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.76,0008-0549,4/23/2019 7:57:16 PM,
QA-Cooler2-5April,Dev Site,Double,6,8.03,0008-0509,4/23/2019 7:55:45 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.58,0573,4/23/2019 7:53:36 PM,
QA-Cooler2-5April,Dev Site,Double,7,7.02,0008-0486,4/23/2019 7:52:55 PM,
Test Cooler 3x,Dev Site,Single,0,26.98,0008-0354,4/23/2019 7:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,27.92,80152,4/23/2019 7:29:24 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.81,0008-0549,4/23/2019 7:27:17 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.1,0008-0509,4/23/2019 7:25:46 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.76,0573,4/23/2019 7:23:37 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.72,0008-0486,4/23/2019 7:22:55 PM,
Test Cooler 3x,Dev Site,Single,0,26.95,0008-0354,4/23/2019 7:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,28.08,80152,4/23/2019 6:59:25 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.86,0008-0549,4/23/2019 6:57:17 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.59,0008-0509,4/23/2019 6:55:45 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.69,0573,4/23/2019 6:53:36 PM,
QA-Cooler2-5April,Dev Site,Double,8,7.05,0008-0486,4/23/2019 6:52:55 PM,
Test Cooler 3x,Dev Site,Single,0,26.93,0008-0354,4/23/2019 6:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,27.93,80152,4/23/2019 6:29:25 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.86,0008-0549,4/23/2019 6:27:16 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.62,0008-0509,4/23/2019 6:25:46 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.74,0573,4/23/2019 6:23:37 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.23,0008-0486,4/23/2019 6:22:55 PM,
Test Cooler 3x,Dev Site,Single,0,26.89,0008-0354,4/23/2019 6:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,28.11,80152,4/23/2019 5:59:25 PM,
QA-Cooler1-5April,Dev Site,Double,0,28,0008-0549,4/23/2019 5:57:17 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.93,0008-0509,4/23/2019 5:55:46 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.88,0573,4/23/2019 5:53:36 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.37,0008-0486,4/23/2019 5:52:55 PM,
Test Cooler 3x,Dev Site,Single,0,26.85,0008-0354,4/23/2019 5:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,28.2,80152,4/23/2019 5:29:25 PM,
QA-Cooler1-5April,Dev Site,Double,0,28.01,0008-0549,4/23/2019 5:27:17 PM,
QA-Cooler2-5April,Dev Site,Double,6,8.13,0008-0509,4/23/2019 5:25:46 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.87,0573,4/23/2019 5:23:37 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.96,0008-0486,4/23/2019 5:22:56 PM,
Test Cooler 3x,Dev Site,Single,0,26.75,0008-0354,4/23/2019 5:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,28.26,80152,4/23/2019 4:59:25 PM,
QA-Cooler1-5April,Dev Site,Double,0,28.11,0008-0549,4/23/2019 4:57:17 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.03,0008-0509,4/23/2019 4:55:46 PM,
QA-Cooler1-5April,Dev Site,Double,0,28.03,0573,4/23/2019 4:53:37 PM,
QA-Cooler2-5April,Dev Site,Double,8,5.92,0008-0486,4/23/2019 4:52:55 PM,
Test Cooler 3x,Dev Site,Single,0,26.75,0008-0354,4/23/2019 4:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,28.39,80152,4/23/2019 4:29:26 PM,
QA-Cooler1-5April,Dev Site,Double,0,28.1,0008-0549,4/23/2019 4:27:18 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.88,0008-0509,4/23/2019 4:25:46 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.92,0573,4/23/2019 4:23:37 PM,
QA-Cooler2-5April,Dev Site,Double,7,7.26,0008-0486,4/23/2019 4:22:56 PM,
Test Cooler 3x,Dev Site,Single,0,26.73,0008-0354,4/23/2019 4:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,0,28.07,80152,4/23/2019 3:59:25 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.92,0008-0549,4/23/2019 3:57:18 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.58,0008-0509,4/23/2019 3:55:47 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.79,0573,4/23/2019 3:53:37 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.09,0008-0486,4/23/2019 3:52:55 PM,
Test Cooler 3x,Dev Site,Single,0,26.7,0008-0354,4/23/2019 3:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,2,28.17,80152,4/23/2019 3:29:26 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.93,0008-0549,4/23/2019 3:27:18 PM,
QA-Cooler2-5April,Dev Site,Double,6,7.15,0008-0509,4/23/2019 3:25:46 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.76,0573,4/23/2019 3:23:38 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.59,0008-0486,4/23/2019 3:22:55 PM,
Test Cooler 3x,Dev Site,Single,0,26.66,0008-0354,4/23/2019 3:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,3,27.88,80152,4/23/2019 2:59:26 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.65,0008-0549,4/23/2019 2:57:18 PM,
QA-Cooler2-5April,Dev Site,Double,6,8.07,0008-0509,4/23/2019 2:55:47 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.47,0573,4/23/2019 2:53:37 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.68,0008-0486,4/23/2019 2:52:55 PM,
Test Cooler 3x,Dev Site,Single,0,26.61,0008-0354,4/23/2019 2:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,6,27.8,80152,4/23/2019 2:29:26 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.62,0008-0549,4/23/2019 2:27:18 PM,
QA-Cooler2-5April,Dev Site,Double,6,6.86,0008-0509,4/23/2019 2:25:47 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.47,0573,4/23/2019 2:23:38 PM,
QA-Cooler2-5April,Dev Site,Double,7,6.14,0008-0486,4/23/2019 2:22:56 PM,
Test Cooler 3x,Dev Site,Single,0,26.55,0008-0354,4/23/2019 2:13:33 PM,
QA-Cooler3-5April,Dev Site,Double,8,27.63,80152,4/23/2019 1:59:26 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.44,0008-0549,4/23/2019 1:57:18 PM,
QA-Cooler2-5April,Dev Site,Double,6,8.01,0008-0509,4/23/2019 1:55:46 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.23,0573,4/23/2019 1:53:37 PM,
QA-Cooler2-5April,Dev Site,Double,8,6.77,0008-0486,4/23/2019 1:52:56 PM,
Test Cooler 3x,Dev Site,Single,0,26.36,0008-0354,4/23/2019 1:43:33 PM,
QA-Cooler3-5April,Dev Site,Double,9,27.59,80152,4/23/2019 1:29:27 PM,
QA-Cooler1-5April,Dev Site,Double,0,27.47,0008-0549,4/23/2019 1:27:18 PM,
